               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 122,             0.01937,           0.0077907,                   0,             0.79259,             0.59722,             0.72141,             0.36811,            0.040132,             0.02779,                   0,           0.0040105,           0.0040105,           0.0040105
                 123,            0.019447,           0.0076287,                   0,             0.79248,             0.60362,             0.72361,             0.35966,            0.040216,            0.024854,                   0,            0.003961,            0.003961,            0.003961
                 124,            0.019203,           0.0075289,                   0,             0.78908,             0.59539,             0.70107,             0.36087,            0.039165,            0.025684,                   0,           0.0039115,           0.0039115,           0.0039115
                 125,            0.019483,           0.0075903,                   0,             0.75852,             0.58833,             0.69155,             0.35717,            0.038756,            0.025305,                   0,            0.003862,            0.003862,            0.003862
                 126,             0.01918,           0.0075742,                   0,             0.84944,             0.53826,             0.72271,               0.376,            0.039125,            0.030084,                   0,           0.0038125,           0.0038125,           0.0038125
                 127,            0.019024,           0.0074931,                   0,             0.82466,             0.60791,             0.76134,             0.39662,            0.040077,            0.028058,                   0,            0.003763,            0.003763,            0.003763
                 128,            0.018978,           0.0071314,                   0,             0.82256,             0.57348,             0.73821,             0.38169,            0.039966,            0.027999,                   0,           0.0037135,           0.0037135,           0.0037135
                 129,            0.018859,             0.00754,                   0,             0.81065,             0.56643,             0.69579,              0.3614,            0.040261,            0.029712,                   0,            0.003664,            0.003664,            0.003664
                 130,            0.018988,           0.0075706,                   0,             0.80603,             0.57558,             0.72907,             0.37984,            0.039304,            0.026972,                   0,           0.0036145,           0.0036145,           0.0036145
                 131,            0.019233,           0.0074695,                   0,             0.81665,             0.56897,             0.72997,             0.38589,             0.03996,            0.028085,                   0,            0.003565,            0.003565,            0.003565
                 132,             0.01901,           0.0075268,                   0,             0.78008,             0.60577,             0.71965,             0.36327,            0.040336,             0.02482,                   0,           0.0035155,           0.0035155,           0.0035155
                 133,            0.018481,            0.007213,                   0,             0.78558,             0.55844,             0.68561,             0.35127,             0.04068,            0.027041,                   0,            0.003466,            0.003466,            0.003466
